"setting_index","replication","seed","B","setting"
40,8,293821922,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_intercept"
41,8,530147922,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_intercept"
42,8,903177922,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_intercept"
43,8,296697922,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_intercept"
44,8,593859922,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_intercept"
45,8,665540922,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_intercept"
46,8,420788922,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_intercept"
47,8,515926922,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_intercept"
48,8,912430922,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_intercept"
49,8,393744922,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_intercept"
50,8,439406922,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_intercept"
51,8,502998922,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_intercept"
52,8,1052979922,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_intercept"
53,8,482548922,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_ridge"
54,8,361481922,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_ridge"
55,8,689271922,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_ridge"
56,8,293821922,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_ridge"
57,8,530147922,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_ridge"
58,8,903177922,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_ridge"
59,8,296697922,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_ridge"
60,8,593859922,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_ridge"
61,8,665540922,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_ridge"
62,8,420788922,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_ridge"
63,8,515926922,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_ridge"
64,8,912430922,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_ridge"
65,8,393744922,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_ridge"
66,8,439406922,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_ridge"
67,8,502998922,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_ridge"
68,8,1052979922,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_ridge"
69,8,482548922,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_lasso"
70,8,361481922,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_lasso"
71,8,689271922,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_lasso"
72,8,293821922,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_lasso"
73,8,530147922,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_lasso"
74,8,903177922,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_lasso"
75,8,296697922,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_lasso"
76,8,593859922,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_lasso"
77,8,665540922,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_lasso"
78,8,420788922,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_lasso"
79,8,515926922,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_lasso"
80,8,912430922,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_lasso"
81,8,393744922,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_lasso"
82,8,439406922,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_lasso"
83,8,502998922,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_lasso"
84,8,1052979922,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_lasso"
85,8,867924922,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
86,8,867924922,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
87,8,867924922,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,9,533648923,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,9,74147923,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,9,533648923,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,9,74147923,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,9,533648923,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,9,74147923,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,9,888766923,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,9,938707923,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
9,9,888766923,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
10,9,938707923,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
11,9,888766923,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
12,9,938707923,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
13,9,1017227923,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
14,9,268360923,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
15,9,833075923,20,"s3_n200_reversed_rho0_g1_k0_dictionary_intercept"
16,9,42143923,20,"s3_n500_reversed_rho0_g1_k0_dictionary_intercept"
17,9,1017227923,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
18,9,268360923,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
19,9,833075923,20,"s3_n200_reversed_rho0_g1_k0_dictionary_ridge"
20,9,42143923,20,"s3_n500_reversed_rho0_g1_k0_dictionary_ridge"
21,9,1017227923,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
22,9,268360923,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
23,9,833075923,20,"s3_n200_reversed_rho0_g1_k0_dictionary_lasso"
24,9,42143923,20,"s3_n500_reversed_rho0_g1_k0_dictionary_lasso"
25,9,24781923,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
26,9,734918923,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
27,9,477815923,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
28,9,497265923,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
29,9,24781923,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
30,9,734918923,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
31,9,477815923,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
32,9,497265923,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
33,9,24781923,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
34,9,734918923,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
35,9,477815923,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
36,9,497265923,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
37,9,482548923,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_intercept"
38,9,361481923,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_intercept"
39,9,689271923,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_intercept"
40,9,293821923,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_intercept"
41,9,530147923,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_intercept"
42,9,903177923,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_intercept"
43,9,296697923,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_intercept"
44,9,593859923,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_intercept"
45,9,665540923,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_intercept"
46,9,420788923,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_intercept"
47,9,515926923,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_intercept"
48,9,912430923,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_intercept"
49,9,393744923,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_intercept"
50,9,439406923,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_intercept"
51,9,502998923,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_intercept"
52,9,1052979923,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_intercept"
53,9,482548923,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_ridge"
54,9,361481923,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_ridge"
55,9,689271923,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_ridge"
56,9,293821923,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_ridge"
57,9,530147923,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_ridge"
58,9,903177923,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_ridge"
59,9,296697923,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_ridge"
60,9,593859923,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_ridge"
61,9,665540923,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_ridge"
62,9,420788923,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_ridge"
63,9,515926923,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_ridge"
64,9,912430923,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_ridge"
65,9,393744923,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_ridge"
66,9,439406923,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_ridge"
67,9,502998923,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_ridge"
68,9,1052979923,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_ridge"
69,9,482548923,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_lasso"
70,9,361481923,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_lasso"
71,9,689271923,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_lasso"
72,9,293821923,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_lasso"
73,9,530147923,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_lasso"
74,9,903177923,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_lasso"
75,9,296697923,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_lasso"
76,9,593859923,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_lasso"
77,9,665540923,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_lasso"
78,9,420788923,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_lasso"
79,9,515926923,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_lasso"
80,9,912430923,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_lasso"
81,9,393744923,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_lasso"
82,9,439406923,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_lasso"
83,9,502998923,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_lasso"
84,9,1052979923,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_lasso"
85,9,867924923,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
86,9,867924923,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
87,9,867924923,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,10,533648924,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,10,74147924,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,10,533648924,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,10,74147924,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,10,533648924,20,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,10,74147924,20,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,10,888766924,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,10,938707924,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
9,10,888766924,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
10,10,938707924,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
11,10,888766924,20,"s2_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
12,10,938707924,20,"s2_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
13,10,1017227924,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
14,10,268360924,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
15,10,833075924,20,"s3_n200_reversed_rho0_g1_k0_dictionary_intercept"
16,10,42143924,20,"s3_n500_reversed_rho0_g1_k0_dictionary_intercept"
17,10,1017227924,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
18,10,268360924,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
19,10,833075924,20,"s3_n200_reversed_rho0_g1_k0_dictionary_ridge"
20,10,42143924,20,"s3_n500_reversed_rho0_g1_k0_dictionary_ridge"
21,10,1017227924,20,"s3_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
22,10,268360924,20,"s3_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
23,10,833075924,20,"s3_n200_reversed_rho0_g1_k0_dictionary_lasso"
24,10,42143924,20,"s3_n500_reversed_rho0_g1_k0_dictionary_lasso"
25,10,24781924,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
26,10,734918924,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_intercept"
27,10,477815924,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
28,10,497265924,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_intercept"
29,10,24781924,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
30,10,734918924,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_ridge"
31,10,477815924,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
32,10,497265924,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_ridge"
33,10,24781924,20,"s4_n200_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
34,10,734918924,20,"s4_n500_nonprognostic_rho0.0_g1_k0_dictionary_lasso"
35,10,477815924,20,"s4_n200_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
36,10,497265924,20,"s4_n500_nonprognostic_rho0.8_g1_k0_dictionary_lasso"
37,10,482548924,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_intercept"
38,10,361481924,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_intercept"
39,10,689271924,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_intercept"
40,10,293821924,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_intercept"
41,10,530147924,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_intercept"
42,10,903177924,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_intercept"
43,10,296697924,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_intercept"
44,10,593859924,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_intercept"
45,10,665540924,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_intercept"
46,10,420788924,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_intercept"
47,10,515926924,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_intercept"
48,10,912430924,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_intercept"
49,10,393744924,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_intercept"
50,10,439406924,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_intercept"
51,10,502998924,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_intercept"
52,10,1052979924,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_intercept"
53,10,482548924,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_ridge"
54,10,361481924,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_ridge"
55,10,689271924,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_ridge"
56,10,293821924,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_ridge"
57,10,530147924,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_ridge"
58,10,903177924,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_ridge"
59,10,296697924,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_ridge"
60,10,593859924,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_ridge"
61,10,665540924,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_ridge"
62,10,420788924,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_ridge"
63,10,515926924,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_ridge"
64,10,912430924,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_ridge"
65,10,393744924,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_ridge"
66,10,439406924,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_ridge"
67,10,502998924,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_ridge"
68,10,1052979924,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_ridge"
69,10,482548924,20,"s5_n200_nonprognostic_rho0_g0_k0_linear_lasso"
70,10,361481924,20,"s5_n500_nonprognostic_rho0_g0_k0_linear_lasso"
71,10,689271924,20,"s5_n200_nonprognostic_rho0_g1_k0_linear_lasso"
72,10,293821924,20,"s5_n500_nonprognostic_rho0_g1_k0_linear_lasso"
73,10,530147924,20,"s5_n200_nonprognostic_rho0_g0_k1_linear_lasso"
74,10,903177924,20,"s5_n500_nonprognostic_rho0_g0_k1_linear_lasso"
75,10,296697924,20,"s5_n200_nonprognostic_rho0_g1_k1_linear_lasso"
76,10,593859924,20,"s5_n500_nonprognostic_rho0_g1_k1_linear_lasso"
77,10,665540924,20,"s5_n200_nonprognostic_rho0_g0_k0_sine_lasso"
78,10,420788924,20,"s5_n500_nonprognostic_rho0_g0_k0_sine_lasso"
79,10,515926924,20,"s5_n200_nonprognostic_rho0_g1_k0_sine_lasso"
80,10,912430924,20,"s5_n500_nonprognostic_rho0_g1_k0_sine_lasso"
81,10,393744924,20,"s5_n200_nonprognostic_rho0_g0_k1_sine_lasso"
82,10,439406924,20,"s5_n500_nonprognostic_rho0_g0_k1_sine_lasso"
83,10,502998924,20,"s5_n200_nonprognostic_rho0_g1_k1_sine_lasso"
84,10,1052979924,20,"s5_n500_nonprognostic_rho0_g1_k1_sine_lasso"
85,10,867924924,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
86,10,867924924,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
87,10,867924924,20,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
