"setting_index","replication","seed","B","setting"
5,71,475056985,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,71,85051985,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,71,785871985,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,71,785871985,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,71,785871985,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,72,475056986,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,72,85051986,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,72,475056986,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,72,85051986,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,72,475056986,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,72,85051986,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,72,785871986,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,72,785871986,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,72,785871986,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,73,475056987,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,73,85051987,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,73,475056987,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,73,85051987,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,73,475056987,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,73,85051987,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,73,785871987,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,73,785871987,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,73,785871987,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,74,475056988,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,74,85051988,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,74,475056988,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,74,85051988,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,74,475056988,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,74,85051988,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,74,785871988,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,74,785871988,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,74,785871988,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,75,475056989,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,75,85051989,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,75,475056989,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,75,85051989,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,75,475056989,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,75,85051989,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,75,785871989,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,75,785871989,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,75,785871989,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,76,475056990,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,76,85051990,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,76,475056990,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,76,85051990,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,76,475056990,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,76,85051990,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,76,785871990,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,76,785871990,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,76,785871990,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,77,475056991,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,77,85051991,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,77,475056991,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,77,85051991,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,77,475056991,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,77,85051991,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,77,785871991,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,77,785871991,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,77,785871991,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,78,475056992,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,78,85051992,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,78,475056992,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,78,85051992,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,78,475056992,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,78,85051992,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,78,785871992,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,78,785871992,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,78,785871992,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,79,475056993,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,79,85051993,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,79,475056993,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,79,85051993,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,79,475056993,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,79,85051993,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,79,785871993,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,79,785871993,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,79,785871993,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,80,475056994,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,80,85051994,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,80,475056994,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,80,85051994,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,80,475056994,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,80,85051994,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,80,785871994,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,80,785871994,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,80,785871994,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,81,475056995,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,81,85051995,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,81,475056995,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,81,85051995,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,81,475056995,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,81,85051995,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,81,785871995,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,81,785871995,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,81,785871995,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,82,475056996,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,82,85051996,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,82,475056996,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,82,85051996,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,82,475056996,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,82,85051996,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,82,785871996,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,82,785871996,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,82,785871996,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,83,475056997,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,83,85051997,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,83,475056997,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,83,85051997,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,83,475056997,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,83,85051997,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,83,785871997,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,83,785871997,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,83,785871997,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,84,475056998,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,84,85051998,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,84,475056998,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,84,85051998,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,84,475056998,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,84,85051998,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,84,785871998,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,84,785871998,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,84,785871998,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,85,475056999,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,85,85051999,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,85,475056999,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,85,85051999,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,85,475056999,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,85,85051999,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,85,785871999,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,85,785871999,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,85,785871999,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,86,475057000,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,86,85052000,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,86,475057000,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,86,85052000,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,86,475057000,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,86,85052000,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,86,785872000,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,86,785872000,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,86,785872000,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,87,475057001,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,87,85052001,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,87,475057001,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,87,85052001,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,87,475057001,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,87,85052001,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,87,785872001,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,87,785872001,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,87,785872001,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,88,475057002,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,88,85052002,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,88,475057002,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,88,85052002,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,88,475057002,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,88,85052002,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,88,785872002,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,88,785872002,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,88,785872002,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,89,475057003,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,89,85052003,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,89,475057003,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,89,85052003,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,89,475057003,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,89,85052003,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,89,785872003,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,89,785872003,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,89,785872003,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,90,475057004,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,90,85052004,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,90,475057004,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,90,85052004,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,90,475057004,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,90,85052004,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,90,785872004,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,90,785872004,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,90,785872004,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,91,475057005,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,91,85052005,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,91,475057005,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,91,85052005,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,91,475057005,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,91,85052005,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,91,785872005,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,91,785872005,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,91,785872005,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,92,475057006,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,92,85052006,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,92,475057006,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,92,85052006,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,92,475057006,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,92,85052006,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,92,785872006,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,92,785872006,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,92,785872006,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,93,475057007,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,93,85052007,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,93,475057007,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,93,85052007,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,93,475057007,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,93,85052007,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,93,785872007,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,93,785872007,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,93,785872007,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,94,475057008,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,94,85052008,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,94,475057008,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,94,85052008,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,94,475057008,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,94,85052008,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,94,785872008,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,94,785872008,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,94,785872008,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,95,475057009,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,95,85052009,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,95,475057009,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,95,85052009,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,95,475057009,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,95,85052009,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,95,785872009,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,95,785872009,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,95,785872009,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,96,475057010,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,96,85052010,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,96,475057010,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,96,85052010,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,96,475057010,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,96,85052010,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,96,785872010,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,96,785872010,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,96,785872010,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,97,475057011,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,97,85052011,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,97,475057011,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,97,85052011,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,97,475057011,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,97,85052011,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,97,785872011,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,97,785872011,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,97,785872011,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,98,475057012,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,98,85052012,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,98,475057012,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,98,85052012,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,98,475057012,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,98,85052012,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,98,785872012,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,98,785872012,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,98,785872012,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,99,475057013,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,99,85052013,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,99,475057013,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,99,85052013,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,99,475057013,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,99,85052013,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,99,785872013,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,99,785872013,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,99,785872013,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,100,475057014,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,100,85052014,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,100,475057014,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,100,85052014,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,100,475057014,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,100,85052014,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,100,785872014,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,100,785872014,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,100,785872014,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,101,475057015,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,101,85052015,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,101,475057015,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,101,85052015,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,101,475057015,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,101,85052015,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,101,785872015,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,101,785872015,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,101,785872015,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,102,475057016,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,102,85052016,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,102,475057016,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,102,85052016,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,102,475057016,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,102,85052016,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,102,785872016,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,102,785872016,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,102,785872016,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,103,475057017,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,103,85052017,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,103,475057017,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,103,85052017,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,103,475057017,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,103,85052017,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,103,785872017,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,103,785872017,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,103,785872017,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,104,475057018,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,104,85052018,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,104,475057018,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,104,85052018,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,104,475057018,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,104,85052018,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,104,785872018,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,104,785872018,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,104,785872018,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,105,475057019,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,105,85052019,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,105,475057019,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,105,85052019,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,105,475057019,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,105,85052019,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,105,785872019,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,105,785872019,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,105,785872019,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,106,475057020,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,106,85052020,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,106,475057020,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,106,85052020,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,106,475057020,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,106,85052020,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
